Column	Row	Name	ID	RefNumber	ControlType	GeneName	TopHit	Description	Go	ChromosomalLocation	EntrezGeneID
7	80	222778866_EZ007537.1_12-204	CUST_316_PI426227498	6485	false		gi|222778866_EZ007537.1_12-204	Unknown		unmapped	
8	80	Ac_25_10_44	CUST_70_PI426266615	6486	false		Ac_25_10_44	Unknown		unmapped	
9	80	AF299359_3_37	CUST_119_PI426266615	6487	false		AF299359_3_37	Unknown		unmapped	
10	80	NA	NA	6488	ignore	NA		Unknown		Unknown	
11	80	193081165_EU717908.1_38-588	CUST_41_PI426264527	6489	false		gi|193081165_EU717908.1_38-588	Unknown		unmapped	
12	80	222545015_EZ001205.1_1125-1418	CUST_37_PI426226825	6490	false		gi|222545015_EZ001205.1_1125-1418	Unknown		unmapped	
13	80	222789249_EZ017681.1_298-729	CUST_1082_PI426227498	6491	false		gi|222789249_EZ017681.1_298-729	Unknown		unmapped	
14	80	222781334_EZ010005.1_41-442	CUST_45_PI426266271	6492	false		gi|222781334_EZ010005.1_41-442	Unknown		unmapped	
15	80	222799912_EZ028300.1_49-1098	CUST_1328_PI426227498	6493	false		gi|222799912_EZ028300.1_49-1098	Unknown		unmapped	
16	80	222785568_EZ014080.1_39-1112	CUST_915_PI426227498	6494	false		gi|222785568_EZ014080.1_39-1112	Unknown		unmapped	
17	80	222784189_EZ012847.1_413-658	CUST_13_PI426266366	6495	false		gi|222784189_EZ012847.1_413-658	Unknown		unmapped	
18	80	222800145_EZ028533.1_87-533	CUST_37_PI426227881	6496	false		gi|222800145_EZ028533.1_87-533	Unknown		unmapped	
19	80	222783366_EZ012031.1_122-505	CUST_22_PI426266363	6497	false		gi|222783366_EZ012031.1_122-505	Unknown		unmapped	
20	80	Ac_3_209_243	CUST_81_PI426266615	6498	false		Ac_3_209_243	Unknown		unmapped	
21	80	222779052_EZ007723.1_24-1263	CUST_99_PI426227486	6499	false		gi|222779052_EZ007723.1_24-1263	Unknown		unmapped	
22	80	Ac_6_161_195	CUST_93_PI426266615	6500	false		Ac_6_161_195	Unknown		unmapped	
23	80	222786084_EZ014556.1_24-773	CUST_985_PI426227498	6501	false		gi|222786084_EZ014556.1_24-773	Unknown		unmapped	
24	80	222547484_EZ003397.1_97-231	CUST_24_PI426266271	6502	false		gi|222547484_EZ003397.1_97-231	Unknown		unmapped	
25	80	222785034_EZ013668.1_73-501	CUST_129_PI426266271	6503	false		gi|222785034_EZ013668.1_73-501	Unknown		unmapped	
26	80	NA	NA	6504	ignore	NA		Unknown		Unknown	
27	80	222783259_EZ011928.1_88-1179	CUST_48_PI426266424	6505	false		gi|222783259_EZ011928.1_88-1179	Unknown		unmapped	
28	80	222780720_EZ009391.1_154-1650	CUST_393_PI426227498	6506	false		gi|222780720_EZ009391.1_154-1650	Unknown		unmapped	
29	80	222782096_EZ010767.1_63-248	CUST_524_PI426227498	6507	false		gi|222782096_EZ010767.1_63-248	Unknown		unmapped	
30	80	AJ884904.1	CUST_57_PI426232937	6508	false		emb|AJ884904.1|gi|87158414	Unknown		unmapped	
31	80	222780930_EZ009601.1_82-366	CUST_51_PI426227893	6509	false		gi|222780930_EZ009601.1_82-366	Unknown		unmapped	
32	80	NA	NA	6510	ignore	NA		Unknown		Unknown	
33	80	NA	NA	6511	ignore	NA		Unknown		Unknown	
34	80	NA	NA	6512	ignore	NA		Unknown		Unknown	
35	80	288950323_GQ501394.1_22-495	CUST_315_PI426232940	6513	false		gi|288950323_GQ501394.1_22-495	Unknown		unmapped	
36	80	222783581_EZ012244.1_48-945	CUST_193_PI426226825	6514	false		gi|222783581_EZ012244.1_48-945	Unknown		unmapped	
37	80	NA	NA	6515	ignore	NA		Unknown		Unknown	
38	80	222548699_EZ004612.1_20-234	CUST_54_PI426227486	6516	false		gi|222548699_EZ004612.1_20-234	Unknown		unmapped	
39	80	222790807_EZ019195.1_80-232	CUST_36_PI426265162	6517	false		gi|222790807_EZ019195.1_80-232	Unknown		unmapped	
40	80	Ac_14_105_139	CUST_37_PI426266615	6518	false		Ac_14_105_139	Unknown		unmapped	
41	80	222546486_EZ002676.1_1118-1225	CUST_155_PI426227498	6519	false		gi|222546486_EZ002676.1_1118-1225	Unknown		unmapped	
42	80	42760796_AB117374.1_154-492	CUST_27_PI426246026	6520	false		gi|42760796_AB117374.1_154-492	Unknown		unmapped	
43	80	163638929_EU303108.1_7-291	CUST_22_PI426226915	6521	false		gi|163638929_EU303108.1_7-291	Unknown		unmapped	
44	80	NA	NA	6522	ignore	NA		Unknown		Unknown	
45	80	222780605_EZ009276.1_50-1017	CUST_51_PI426264530	6523	false		gi|222780605_EZ009276.1_50-1017	Unknown		unmapped	
46	80	222800587_EZ028975.1_741-1184	CUST_1357_PI426227498	6524	false		gi|222800587_EZ028975.1_741-1184	Unknown		unmapped	
47	80	NA	NA	6525	ignore	NA		Unknown		Unknown	
48	80	222781649_EZ010320.1_492-611	CUST_3_PI426247733	6526	false		gi|222781649_EZ010320.1_492-611	Unknown		unmapped	
49	80	222545310_EZ001500.1_657-995	CUST_27_PI426266349	6527	false		gi|222545310_EZ001500.1_657-995	Unknown		unmapped	
50	80	222783718_EZ012378.1_105-362	CUST_692_PI426227498	6528	false		gi|222783718_EZ012378.1_105-362	Unknown		unmapped	
51	80	222790529_EZ018917.1_97-1120	CUST_43_PI426266278	6529	false		gi|222790529_EZ018917.1_97-1120	Unknown		unmapped	
52	80	222793564_EZ021952.1_89-595	CUST_130_PI426265159	6530	false		gi|222793564_EZ021952.1_89-595	Unknown		unmapped	
53	80	222785330_EZ013964.1_27-427	CUST_39_PI426266366	6531	false		gi|222785330_EZ013964.1_27-427	Unknown		unmapped	
54	80	222782137_EZ010808.1_312-482	CUST_75_PI426266317	6532	false		gi|222782137_EZ010808.1_312-482	Unknown		unmapped	
55	80	NA	NA	6533	ignore	NA		Unknown		Unknown	
56	80	222545356_EZ001546.1_165-602	CUST_57_PI426227498	6534	false		gi|222545356_EZ001546.1_165-602	Unknown		unmapped	
57	80	303306195_HM147134.1_58-1680	CUST_33_PI426232931	6535	false		gi|303306195_HM147134.1_58-1680	Unknown		unmapped	
58	80	MGID_344_297_331	CUST_311_PI426266615	6536	false		MGID_344_297_331	Unknown		unmapped	
59	80	222784754_EZ013390.1_104-352	CUST_800_PI426227498	6537	false		gi|222784754_EZ013390.1_104-352	Unknown		unmapped	
60	80	Hsp90(2)3_120_154	CUST_259_PI426266615	6538	false		Hsp90(2)3_120_154	Unknown		unmapped	
61	80	222782249_EZ010920.1_66-410	CUST_24_PI426226825	6539	false		gi|222782249_EZ010920.1_66-410	Unknown		unmapped	
62	80	222544707_EZ000897.1_1815-1931	CUST_12_PI426227498	6540	false		gi|222544707_EZ000897.1_1815-1931	Unknown		unmapped	
63	80	DQ174708.1	CUST_240_PI426232937	6541	false		gb|DQ174708.1|gi|86562526	Unknown		unmapped	
64	80	222793861_EZ022249.1_60-1502	CUST_17_PI426247730	6542	false		gi|222793861_EZ022249.1_60-1502	Unknown		unmapped	
65	80	NA	NA	6543	ignore	NA		Unknown		Unknown	
66	80	AJ884906_137_171	CUST_133_PI426266615	6544	false		AJ884906_137_171	Unknown		unmapped	
67	80	NA	NA	6545	ignore	NA		Unknown		Unknown	
68	80	NA	NA	6546	ignore	NA		Unknown		Unknown	
69	80	NA	NA	6547	ignore	NA		Unknown		Unknown	
70	80	222781456_EZ010127.1_144-1767	CUST_470_PI426227498	6548	false		gi|222781456_EZ010127.1_144-1767	Unknown		unmapped	
71	80	RC1	RC1	6549	pos	RC1		Unknown		Unknown	
72	80	117937764_EF036594.1_58-1338	CUST_127_PI426232940	6550	false		gi|117937764_EF036594.1_58-1338	Unknown		unmapped	
73	80	222801996_EZ030384.1_2427-2558	CUST_180_PI426266274	6551	false		gi|222801996_EZ030384.1_2427-2558	Unknown		unmapped	
74	80	NA	NA	6552	ignore	NA		Unknown		Unknown	
75	80	NA	NA	6553	ignore	NA		Unknown		Unknown	
76	80	NA	NA	6554	ignore	NA		Unknown		Unknown	
77	80	222785286_EZ013920.1_1456-1689	CUST_871_PI426227498	6555	false		gi|222785286_EZ013920.1_1456-1689	Unknown		unmapped	
78	80	222799814_EZ028202.1_229-360	CUST_45_PI426226868	6556	false		gi|222799814_EZ028202.1_229-360	Unknown		unmapped	
79	80	NA	NA	6557	ignore	NA		Unknown		Unknown	
80	80	222801388_EZ029776.1_114-779	CUST_67_PI426226868	6558	false		gi|222801388_EZ029776.1_114-779	Unknown		unmapped	
81	80	NA	NA	6559	ignore	NA		Unknown		Unknown	
82	80	222785014_EZ013648.1_49-339	CUST_30_PI426266278	6560	false		gi|222785014_EZ013648.1_49-339	Unknown		unmapped	
1	81	222786977_EZ015449.1_327-842	CUST_7_PI426264540	6561	false		gi|222786977_EZ015449.1_327-842	Unknown		unmapped	
2	81	AY149146.1	CUST_144_PI426232937	6562	false		gb|AY149146.1|gi|23986480	Unknown		unmapped	
3	81	222547501_EZ003414.1_90-212	CUST_9_PI426266267	6563	false		gi|222547501_EZ003414.1_90-212	Unknown		unmapped	
4	81	NA	NA	6564	ignore	NA		Unknown		Unknown	
5	81	222782249_EZ010920.1_470-943	CUST_21_PI426226825	6565	false		gi|222782249_EZ010920.1_470-943	Unknown		unmapped	
6	81	222779537_EZ008208.1_446-562	CUST_11_PI426266363	6566	false		gi|222779537_EZ008208.1_446-562	Unknown		unmapped	
7	81	222793564_EZ021952.1_89-595	CUST_130_PI426265159	6567	false		gi|222793564_EZ021952.1_89-595	Unknown		unmapped	
8	81	NA	NA	6568	ignore	NA		Unknown		Unknown	
9	81	222784716_EZ013354.1_98-400	CUST_21_PI426244597	6569	false		gi|222784716_EZ013354.1_98-400	Unknown		unmapped	
10	81	222785230_EZ013864.1_133-387	CUST_306_PI426227486	6570	false		gi|222785230_EZ013864.1_133-387	Unknown		unmapped	
11	81	NA	NA	6571	ignore	NA		Unknown		Unknown	
12	81	168989234_DQ482995.1_304-477	CUST_17_PI426232934	6572	false		gi|168989234_DQ482995.1_304-477	Unknown		unmapped	
13	81	222791975_EZ020363.1_235-663	CUST_106_PI426266274	6573	false		gi|222791975_EZ020363.1_235-663	Unknown		unmapped	
14	81	222785148_EZ013782.1_440-997	CUST_19_PI426226214	6574	false		gi|222785148_EZ013782.1_440-997	Unknown		unmapped	
15	81	222787870_EZ016342.1_8-319	CUST_43_PI426227896	6575	false		gi|222787870_EZ016342.1_8-319	Unknown		unmapped	
16	81	222785892_EZ014374.1_19-450	CUST_136_PI426266349	6576	false		gi|222785892_EZ014374.1_19-450	Unknown		unmapped	
17	81	222799801_EZ028189.1_99-215	CUST_7_PI426246029	6577	false		gi|222799801_EZ028189.1_99-215	Unknown		unmapped	
18	81	222793640_EZ022028.1_710-1177	CUST_139_PI426265159	6578	false		gi|222793640_EZ022028.1_710-1177	Unknown		unmapped	
19	81	222792994_EZ021382.1_43-1187	CUST_42_PI426247733	6579	false		gi|222792994_EZ021382.1_43-1187	Unknown		unmapped	
20	81	222782932_EZ011603.1_98-1249	CUST_42_PI426227884	6580	false		gi|222782932_EZ011603.1_98-1249	Unknown		unmapped	
21	81	222785152_EZ013786.1_87-1855	CUST_860_PI426227498	6581	false		gi|222785152_EZ013786.1_87-1855	Unknown		unmapped	
22	81	NA	NA	6582	ignore	NA		Unknown		Unknown	
23	81	22087283_AF500013.1_18-557	CUST_21_PI426232940	6583	false		gi|22087283_AF500013.1_18-557	Unknown		unmapped	
24	81	222790385_EZ018773.1_850-1356	CUST_1121_PI426227498	6584	false		gi|222790385_EZ018773.1_850-1356	Unknown		unmapped	
25	81	160430744_EU130574.1_307-936	CUST_141_PI426232940	6585	false		gi|160430744_EU130574.1_307-936	Unknown		unmapped	
26	81	NA	NA	6586	ignore	NA		Unknown		Unknown	
27	81	222800587_EZ028975.1_308-439	CUST_1351_PI426227498	6587	false		gi|222800587_EZ028975.1_308-439	Unknown		unmapped	
28	81	222794957_EZ023345.1_351-665	CUST_157_PI426265159	6588	false		gi|222794957_EZ023345.1_351-665	Unknown		unmapped	
29	81	222798442_EZ026830.1_88-1602	CUST_1291_PI426227498	6589	false		gi|222798442_EZ026830.1_88-1602	Unknown		unmapped	
30	81	AF299359.1	CUST_21_PI426232937	6590	false		gb|AF299359.1|gi|11527926	Unknown		unmapped	
31	81	222790560_EZ018948.1_1304-1483	CUST_54_PI426266278	6591	false		gi|222790560_EZ018948.1_1304-1483	Unknown		unmapped	
32	81	222785194_EZ013828.1_56-1212	CUST_302_PI426227486	6592	false		gi|222785194_EZ013828.1_56-1212	Unknown		unmapped	
33	81	222782617_EZ011288.1_4-423	CUST_111_PI426226915	6593	false		gi|222782617_EZ011288.1_4-423	Unknown		unmapped	
34	81	222547103_EZ003016.1_36-227	CUST_21_PI426266271	6594	false		gi|222547103_EZ003016.1_36-227	Unknown		unmapped	
35	81	222545356_EZ001546.1_165-602	CUST_57_PI426227498	6595	false		gi|222545356_EZ001546.1_165-602	Unknown		unmapped	
36	81	ETG10_195139	ETG10_195139	6596	pos	ETG10_195139		Unknown		Unknown	
37	81	222778926_EZ007597.1_320-430	CUST_332_PI426227498	6597	false		gi|222778926_EZ007597.1_320-430	Unknown		unmapped	
38	81	NA	NA	6598	ignore	NA		Unknown		Unknown	
39	81	222783088_EZ011757.1_423-590	CUST_632_PI426227498	6599	false		gi|222783088_EZ011757.1_423-590	Unknown		unmapped	
40	81	222782973_EZ011643.1_57-401	CUST_4_PI426266366	6600	false		gi|222782973_EZ011643.1_57-401	Unknown		unmapped	
41	81	NA	NA	6601	ignore	NA		Unknown		Unknown	
42	81	NA	NA	6602	ignore	NA		Unknown		Unknown	
43	81	222784530_EZ013178.1_192-890	CUST_277_PI426227486	6603	false		gi|222784530_EZ013178.1_192-890	Unknown		unmapped	
44	81	222783851_EZ012511.1_237-1538	CUST_23_PI426227495	6604	false		gi|222783851_EZ012511.1_237-1538	Unknown		unmapped	
45	81	222544994_EZ001184.1_282-464	CUST_33_PI426227498	6605	false		gi|222544994_EZ001184.1_282-464	Unknown		unmapped	
46	81	222796418_EZ024806.1_575-784	CUST_70_PI426266311	6606	false		gi|222796418_EZ024806.1_575-784	Unknown		unmapped	
47	81	NA	NA	6607	ignore	NA		Unknown		Unknown	
48	81	222782121_EZ010792.1_79-393	CUST_66_PI426266317	6608	false		gi|222782121_EZ010792.1_79-393	Unknown		unmapped	
49	81	222785320_EZ013954.1_1279-1404	CUST_87_PI426266317	6609	false		gi|222785320_EZ013954.1_1279-1404	Unknown		unmapped	
50	81	222800795_EZ029183.1_852-1058	CUST_39_PI426246032	6610	false		gi|222800795_EZ029183.1_852-1058	Unknown		unmapped	
51	81	163716524_EU312080.1_157-465	CUST_27_PI426226915	6611	false		gi|163716524_EU312080.1_157-465	Unknown		unmapped	
52	81	NA	NA	6612	ignore	NA		Unknown		Unknown	
53	81	222786690_EZ015162.1_59-1033	CUST_350_PI426227486	6613	false		gi|222786690_EZ015162.1_59-1033	Unknown		unmapped	
54	81	222799487_EZ027875.1_2-1048	CUST_41_PI426266360	6614	false		gi|222799487_EZ027875.1_2-1048	Unknown		unmapped	
55	81	31505740_AY289706.1_88-912	CUST_63_PI426232940	6615	false		gi|31505740_AY289706.1_88-912	Unknown		unmapped	
56	81	222547452_EZ003365.1_19-216	CUST_15_PI426266311	6616	false		gi|222547452_EZ003365.1_19-216	Unknown		unmapped	
57	81	Ac_29_113_147	CUST_76_PI426266615	6617	false		Ac_29_113_147	Unknown		unmapped	
58	81	222801268_EZ029656.1_145-1074	CUST_1396_PI426227498	6618	false		gi|222801268_EZ029656.1_145-1074	Unknown		unmapped	
59	81	SedC(E9)_105_140	CUST_381_PI426266615	6619	false		SedC(E9)_105_140	Unknown		unmapped	
60	81	DQ309537_121_155	CUST_211_PI426266615	6620	false		DQ309537_121_155	Unknown		unmapped	
61	81	FN646425.1	CUST_313_PI426232937	6621	false		emb|FN646425.1|gi|306430564	Unknown		unmapped	
62	81	NA	NA	6622	ignore	NA		Unknown		Unknown	
63	81	E1A_r60_1	(+)E1A_r60_1	6623	pos	(+)E1A_r60_1		Unknown		Unknown	
64	81	222548070_EZ003983.1_4-255	CUST_12_PI426265159	6624	false		gi|222548070_EZ003983.1_4-255	Unknown		unmapped	
65	81	168989229_DQ482990.1_50-928	CUST_15_PI426232931	6625	false		gi|168989229_DQ482990.1_50-928	Unknown		unmapped	
66	81	Ac_29_113_147	CUST_77_PI426266615	6626	false		Ac_29_113_147	Unknown		unmapped	
67	81	NA	NA	6627	ignore	NA		Unknown		Unknown	
68	81	222787592_EZ016064.1_44-931	CUST_53_PI426245467	6628	false		gi|222787592_EZ016064.1_44-931	Unknown		unmapped	
69	81	222544529_EZ000719.1_107-442	CUST_109_PI426226868	6629	false		gi|222544529_EZ000719.1_107-442	Unknown		unmapped	
70	81	220172164_FJ529540.1_302-931	CUST_153_PI426232940	6630	false		gi|220172164_FJ529540.1_302-931	Unknown		unmapped	
71	81	222788542_EZ017014.1_50-205	CUST_129_PI426226915	6631	false		gi|222788542_EZ017014.1_50-205	Unknown		unmapped	
72	81	222779072_EZ007743.1_277-1239	CUST_52_PI426244589	6632	false		gi|222779072_EZ007743.1_277-1239	Unknown		unmapped	
73	81	222784911_EZ013545.1_106-240	CUST_45_PI426266363	6633	false		gi|222784911_EZ013545.1_106-240	Unknown		unmapped	
74	81	187564250_EU498721.1_1-690	CUST_19_PI426244603	6634	false		gi|187564250_EU498721.1_1-690	Unknown		unmapped	
75	81	222782307_EZ010978.1_145-360	CUST_54_PI426265159	6635	false		gi|222782307_EZ010978.1_145-360	Unknown		unmapped	
76	81	NA	NA	6636	ignore	NA		Unknown		Unknown	
77	81	303306195_HM147134.1_1511-1711	CUST_27_PI426232931	6637	false		gi|303306195_HM147134.1_1511-1711	Unknown		unmapped	
78	81	222544872_EZ001062.1_584-823	CUST_41_PI426244589	6638	false		gi|222544872_EZ001062.1_584-823	Unknown		unmapped	
79	81	222800253_EZ028641.1_101-1481	CUST_63_PI426266360	6639	false		gi|222800253_EZ028641.1_101-1481	Unknown		unmapped	
80	81	NA	NA	6640	ignore	NA		Unknown		Unknown	
81	81	222780605_EZ009276.1_640-1017	CUST_42_PI426264530	6641	false		gi|222780605_EZ009276.1_640-1017	Unknown		unmapped	
82	81	222781761_EZ010432.1_1069-1458	CUST_3_PI426244593	6642	false		gi|222781761_EZ010432.1_1069-1458	Unknown		unmapped	
1	82	222795287_EZ023675.1_16-846	CUST_11_PI426245463	6643	false		gi|222795287_EZ023675.1_16-846	Unknown		unmapped	
2	82	222785609_EZ014121.1_86-1421	CUST_215_PI426226825	6644	false		gi|222785609_EZ014121.1_86-1421	Unknown		unmapped	
3	82	NA	NA	6645	ignore	NA		Unknown		Unknown	
4	82	133856041_EF133953.1_75-686	CUST_4_PI426267032	6646	false		gi|133856041_EF133953.1_75-686	Unknown		unmapped	
5	82	288950312_GQ501383.1_22-465	CUST_285_PI426232940	6647	false		gi|288950312_GQ501383.1_22-465	Unknown		unmapped	
6	82	222779869_EZ008540.1_96-200	CUST_105_PI426227486	6648	false		gi|222779869_EZ008540.1_96-200	Unknown		unmapped	
7	82	222545241_EZ001431.1_759-905	CUST_12_PI426227486	6649	false		gi|222545241_EZ001431.1_759-905	Unknown		unmapped	
8	82	222793662_EZ022050.1_1291-1698	CUST_220_PI426246026	6650	false		gi|222793662_EZ022050.1_1291-1698	Unknown		unmapped	
9	82	75858826	CUST_11_PI426266566	6651	false		gi|75858826	Unknown		unmapped	
10	82	222549920_EZ005833.1_128-229	CUST_69_PI426227486	6652	false		gi|222549920_EZ005833.1_128-229	Unknown		unmapped	
11	82	32188165_AY181552.1_85-762	CUST_36_PI426244603	6653	false		gi|32188165_AY181552.1_85-762	Unknown		unmapped	
12	82	222546777_EZ002967.1_773-910	CUST_182_PI426227498	6654	false		gi|222546777_EZ002967.1_773-910	Unknown		unmapped	
13	82	NA	NA	6655	ignore	NA		Unknown		Unknown	
14	82	222783825_EZ012485.1_36-1392	CUST_698_PI426227498	6656	false		gi|222783825_EZ012485.1_36-1392	Unknown		unmapped	
15	82	222550085_EZ005998.1_10-144	CUST_72_PI426227486	6657	false		gi|222550085_EZ005998.1_10-144	Unknown		unmapped	
16	82	222815137_EZ043524.1_39-401	CUST_30_PI426264530	6658	false		gi|222815137_EZ043524.1_39-401	Unknown		unmapped	
17	82	222790807_EZ019195.1_80-232	CUST_34_PI426265162	6659	false		gi|222790807_EZ019195.1_80-232	Unknown		unmapped	
18	82	222782137_EZ010808.1_16-1155	CUST_68_PI426266317	6660	false		gi|222782137_EZ010808.1_16-1155	Unknown		unmapped	
19	82	222790643_EZ019031.1_474-647	CUST_42_PI426266366	6661	false		gi|222790643_EZ019031.1_474-647	Unknown		unmapped	
20	82	NA	NA	6662	ignore	NA		Unknown		Unknown	
21	82	222546574_EZ002764.1_330-602	CUST_164_PI426227498	6663	false		gi|222546574_EZ002764.1_330-602	Unknown		unmapped	
22	82	300807382_HM156698.1_751-939	CUST_37_PI426232931	6664	false		gi|300807382_HM156698.1_751-939	Unknown		unmapped	
23	82	NA	NA	6665	ignore	NA		Unknown		Unknown	
24	82	NA	NA	6666	ignore	NA		Unknown		Unknown	
25	82	222799255_EZ027643.1_183-626	CUST_46_PI426266366	6667	false		gi|222799255_EZ027643.1_183-626	Unknown		unmapped	
26	82	222545162_EZ001352.1_418-1047	CUST_48_PI426226915	6668	false		gi|222545162_EZ001352.1_418-1047	Unknown		unmapped	
27	82	222785590_EZ014102.1_1-1137	CUST_924_PI426227498	6669	false		gi|222785590_EZ014102.1_1-1137	Unknown		unmapped	
28	82	222549313_EZ005226.1_165-266	CUST_23_PI426264530	6670	false		gi|222549313_EZ005226.1_165-266	Unknown		unmapped	
29	82	DCP_20_7	DCP_20_7	6671	pos	DCP_20_7		Unknown		Unknown	
30	82	205321169_AB441246.1_13-609	CUST_54_PI426246026	6672	false		gi|205321169_AB441246.1_13-609	Unknown		unmapped	
31	82	NA	NA	6673	ignore	NA		Unknown		Unknown	
32	82	NA	NA	6674	ignore	NA		Unknown		Unknown	
33	82	NA	NA	6675	ignore	NA		Unknown		Unknown	
34	82	NA	NA	6676	ignore	NA		Unknown		Unknown	
35	82	222785316_EZ013950.1_67-577	CUST_907_PI426227498	6677	false		gi|222785316_EZ013950.1_67-577	Unknown		unmapped	
36	82	222782589_EZ011260.1_157-390	CUST_15_PI426266360	6678	false		gi|222782589_EZ011260.1_157-390	Unknown		unmapped	
37	82	222784943_EZ013577.1_4-1195	CUST_284_PI426227486	6679	false		gi|222784943_EZ013577.1_4-1195	Unknown		unmapped	
38	82	AY360081_1055_1089	CUST_150_PI426266615	6680	false		AY360081_1055_1089	Unknown		unmapped	
39	82	AJ884904.1	CUST_55_PI426232937	6681	false		emb|AJ884904.1|gi|87158414	Unknown		unmapped	
40	82	DkC(F1)_178_212	CUST_194_PI426266615	6682	false		DkC(F1)_178_212	Unknown		unmapped	
41	82	NA	NA	6683	ignore	NA		Unknown		Unknown	
42	82	222546551_EZ002741.1_257-502	CUST_144_PI426246026	6684	false		gi|222546551_EZ002741.1_257-502	Unknown		unmapped	
43	82	AB441386.1	CUST_18_PI426226915	6685	false		dbj|AB441386.1|gi|205345230	Unknown		unmapped	
44	82	222783480_EZ012143.1_333-1063	CUST_192_PI426226825	6686	false		gi|222783480_EZ012143.1_333-1063	Unknown		unmapped	
45	82	NA	NA	6687	ignore	NA		Unknown		Unknown	
46	82	222544624_EZ000814.1_1458-1595	CUST_96_PI426226825	6688	false		gi|222544624_EZ000814.1_1458-1595	Unknown		unmapped	
47	82	124507323_EF363326.1_351-617	CUST_15_PI426227893	6689	false		gi|124507323_EF363326.1_351-617	Unknown		unmapped	
48	82	222795206_EZ023594.1_271-1152	CUST_1183_PI426227498	6690	false		gi|222795206_EZ023594.1_271-1152	Unknown		unmapped	
49	82	Dk(C)A2_113_147	CUST_192_PI426266615	6691	false		Dk(C)A2_113_147	Unknown		unmapped	
50	82	222546206_EZ002396.1_62-253	CUST_39_PI426226868	6692	false		gi|222546206_EZ002396.1_62-253	Unknown		unmapped	
51	82	NA	NA	6693	ignore	NA		Unknown		Unknown	
52	82	222801388_EZ029776.1_114-779	CUST_69_PI426226868	6694	false		gi|222801388_EZ029776.1_114-779	Unknown		unmapped	
53	82	222792000_EZ020388.1_1-108	CUST_17_PI426264527	6695	false		gi|222792000_EZ020388.1_1-108	Unknown		unmapped	
54	82	222801296_EZ029684.1_74-1424	CUST_162_PI426266274	6696	false		gi|222801296_EZ029684.1_74-1424	Unknown		unmapped	
55	82	78059175_DQ206392.1_1-684	CUST_18_PI426244603	6697	false		gi|78059175_DQ206392.1_1-684	Unknown		unmapped	
56	82	222546707_EZ002897.1_1728-1874	CUST_45_PI426266349	6698	false		gi|222546707_EZ002897.1_1728-1874	Unknown		unmapped	
57	82	222785918_EZ014400.1_19-959	CUST_112_PI426245467	6699	false		gi|222785918_EZ014400.1_19-959	Unknown		unmapped	
58	82	NA	NA	6700	ignore	NA		Unknown		Unknown	
59	82	222781618_EZ010289.1_626-757	CUST_39_PI426266311	6701	false		gi|222781618_EZ010289.1_626-757	Unknown		unmapped	
60	82	168989242_DQ483003.1_38-1426	CUST_1_PI426267032	6702	false		gi|168989242_DQ483003.1_38-1426	Unknown		unmapped	
61	82	222785898_EZ014380.1_7-737	CUST_345_PI426227486	6703	false		gi|222785898_EZ014380.1_7-737	Unknown		unmapped	
62	82	222546153_EZ002343.1_758-1393	CUST_11_PI426266274	6704	false		gi|222546153_EZ002343.1_758-1393	Unknown		unmapped	
63	82	222779421_EZ008092.1_164-547	CUST_12_PI426266360	6705	false		gi|222779421_EZ008092.1_164-547	Unknown		unmapped	
64	82	222801713_EZ030101.1_32-1135	CUST_7_PI426247733	6706	false		gi|222801713_EZ030101.1_32-1135	Unknown		unmapped	
65	82	NA	NA	6707	ignore	NA		Unknown		Unknown	
66	82	222799255_EZ027643.1_183-626	CUST_48_PI426266366	6708	false		gi|222799255_EZ027643.1_183-626	Unknown		unmapped	
67	82	222785652_EZ014164.1_87-218	CUST_9_PI426226868	6709	false		gi|222785652_EZ014164.1_87-218	Unknown		unmapped	
68	82	DN252355_109_146	CUST_196_PI426266615	6710	false		DN252355_109_146	Unknown		unmapped	
69	82	133856047_EF133956.1_101-712	CUST_17_PI426267032	6711	false		gi|133856047_EF133956.1_101-712	Unknown		unmapped	
70	82	ETG10_236652	ETG10_236652	6712	pos	ETG10_236652		Unknown		Unknown	
71	82	109895125_DQ647776.1_101-739	CUST_14_PI426267032	6713	false		gi|109895125_DQ647776.1_101-739	Unknown		unmapped	
72	82	222546238_EZ002428.1_1011-1235	CUST_36_PI426266349	6714	false		gi|222546238_EZ002428.1_1011-1235	Unknown		unmapped	
73	82	222783345_EZ012010.1_329-466	CUST_195_PI426246026	6715	false		gi|222783345_EZ012010.1_329-466	Unknown		unmapped	
74	82	222548901_EZ004814.1_15-260	CUST_57_PI426227486	6716	false		gi|222548901_EZ004814.1_15-260	Unknown		unmapped	
75	82	222545310_EZ001500.1_657-995	CUST_25_PI426266349	6717	false		gi|222545310_EZ001500.1_657-995	Unknown		unmapped	
76	82	NA	NA	6718	ignore	NA		Unknown		Unknown	
77	82	NA	NA	6719	ignore	NA		Unknown		Unknown	
78	82	222545703_EZ001893.1_1369-1536	CUST_92_PI426227498	6720	false		gi|222545703_EZ001893.1_1369-1536	Unknown		unmapped	
79	82	222549711_EZ005624.1_161-286	CUST_162_PI426246026	6721	false		gi|222549711_EZ005624.1_161-286	Unknown		unmapped	
80	82	NA	NA	6722	ignore	NA		Unknown		Unknown	
81	82	35210451_AB106688.1_11-727	CUST_18_PI426232940	6723	false		gi|35210451_AB106688.1_11-727	Unknown		unmapped	
