ProbeID	TargetID	GeneSymbol	GeneName	Accessions	Description
CUST_905_PI426227498	222785316_EZ013950.1_67-577			gi|222785316_EZ013950.1_67-577	Unknown
CUST_908_PI426227498	222785318_EZ013952.1_158-640			gi|222785318_EZ013952.1_158-640	Unknown
CUST_910_PI426227498	222785318_EZ013952.1_158-640			gi|222785318_EZ013952.1_158-640	Unknown
CUST_913_PI426227498	222785318_EZ013952.1_378-515			gi|222785318_EZ013952.1_378-515	Unknown
CUST_84_PI426266317	222785320_EZ013954.1_1166-1279			gi|222785320_EZ013954.1_1166-1279	Unknown
CUST_87_PI426266317	222785320_EZ013954.1_1279-1404			gi|222785320_EZ013954.1_1279-1404	Unknown
CUST_90_PI426266317	222785320_EZ013954.1_416-646			gi|222785320_EZ013954.1_416-646	Unknown
CUST_91_PI426266317	222785320_EZ013954.1_57-1404			gi|222785320_EZ013954.1_57-1404	Unknown
CUST_92_PI426266317	222785320_EZ013954.1_57-1404			gi|222785320_EZ013954.1_57-1404	Unknown
CUST_93_PI426266317	222785320_EZ013954.1_57-1404			gi|222785320_EZ013954.1_57-1404	Unknown
CUST_96_PI426266317	222785320_EZ013954.1_57-410			gi|222785320_EZ013954.1_57-410	Unknown
CUST_99_PI426266317	222785320_EZ013954.1_947-1075			gi|222785320_EZ013954.1_947-1075	Unknown
CUST_64_PI426227884	222785329_EZ013963.1_8-1024			gi|222785329_EZ013963.1_8-1024	Unknown
CUST_66_PI426227884	222785329_EZ013963.1_8-1024			gi|222785329_EZ013963.1_8-1024	Unknown
CUST_65_PI426227884	222785329_EZ013963.1_8-1024			gi|222785329_EZ013963.1_8-1024	Unknown
CUST_32_PI426266366	222785330_EZ013964.1_239-427			gi|222785330_EZ013964.1_239-427	Unknown
CUST_31_PI426266366	222785330_EZ013964.1_239-427			gi|222785330_EZ013964.1_239-427	Unknown
CUST_33_PI426266366	222785330_EZ013964.1_239-427			gi|222785330_EZ013964.1_239-427	Unknown
CUST_35_PI426266366	222785330_EZ013964.1_27-212			gi|222785330_EZ013964.1_27-212	Unknown
CUST_34_PI426266366	222785330_EZ013964.1_27-212			gi|222785330_EZ013964.1_27-212	Unknown
CUST_36_PI426266366	222785330_EZ013964.1_27-212			gi|222785330_EZ013964.1_27-212	Unknown
CUST_37_PI426266366	222785330_EZ013964.1_27-427			gi|222785330_EZ013964.1_27-427	Unknown
CUST_39_PI426266366	222785330_EZ013964.1_27-427			gi|222785330_EZ013964.1_27-427	Unknown
CUST_38_PI426266366	222785330_EZ013964.1_27-427			gi|222785330_EZ013964.1_27-427	Unknown
CUST_315_PI426227486	222785331_EZ013965.1_43-938			gi|222785331_EZ013965.1_43-938	Unknown
CUST_313_PI426227486	222785331_EZ013965.1_43-938			gi|222785331_EZ013965.1_43-938	Unknown
CUST_314_PI426227486	222785331_EZ013965.1_43-938			gi|222785331_EZ013965.1_43-938	Unknown
CUST_96_PI426266424	222785343_EZ013977.1_12-221			gi|222785343_EZ013977.1_12-221	Unknown
CUST_8_PI426244597	222785349_EZ013983.1_4-426			gi|222785349_EZ013983.1_4-426	Unknown
CUST_9_PI426244597	222785349_EZ013983.1_4-426			gi|222785349_EZ013983.1_4-426	Unknown
CUST_7_PI426244597	222785349_EZ013983.1_4-426			gi|222785349_EZ013983.1_4-426	Unknown
CUST_316_PI426227486	222785364_EZ013998.1_58-988			gi|222785364_EZ013998.1_58-988	Unknown
CUST_318_PI426227486	222785364_EZ013998.1_58-988			gi|222785364_EZ013998.1_58-988	Unknown
CUST_42_PI426227495	222785523_EZ014035.1_43-321			gi|222785523_EZ014035.1_43-321	Unknown
CUST_118_PI426266349	222785537_EZ014049.1_90-656			gi|222785537_EZ014049.1_90-656	Unknown
CUST_120_PI426266349	222785537_EZ014049.1_90-656			gi|222785537_EZ014049.1_90-656	Unknown
CUST_914_PI426227498	222785568_EZ014080.1_39-1112			gi|222785568_EZ014080.1_39-1112	Unknown
CUST_916_PI426227498	222785568_EZ014080.1_39-1112			gi|222785568_EZ014080.1_39-1112	Unknown
CUST_915_PI426227498	222785568_EZ014080.1_39-1112			gi|222785568_EZ014080.1_39-1112	Unknown
CUST_919_PI426227498	222785568_EZ014080.1_39-815			gi|222785568_EZ014080.1_39-815	Unknown
CUST_918_PI426227498	222785568_EZ014080.1_39-815			gi|222785568_EZ014080.1_39-815	Unknown
CUST_917_PI426227498	222785568_EZ014080.1_39-815			gi|222785568_EZ014080.1_39-815	Unknown
CUST_922_PI426227498	222785568_EZ014080.1_933-1112			gi|222785568_EZ014080.1_933-1112	Unknown
CUST_319_PI426227486	222785578_EZ014090.1_225-659			gi|222785578_EZ014090.1_225-659	Unknown
CUST_321_PI426227486	222785578_EZ014090.1_225-659			gi|222785578_EZ014090.1_225-659	Unknown
CUST_323_PI426227486	222785584_EZ014096.1_58-1215			gi|222785584_EZ014096.1_58-1215	Unknown
CUST_322_PI426227486	222785584_EZ014096.1_58-1215			gi|222785584_EZ014096.1_58-1215	Unknown
CUST_324_PI426227486	222785584_EZ014096.1_58-1215			gi|222785584_EZ014096.1_58-1215	Unknown
CUST_924_PI426227498	222785590_EZ014102.1_1-1137			gi|222785590_EZ014102.1_1-1137	Unknown
CUST_925_PI426227498	222785590_EZ014102.1_1-1137			gi|222785590_EZ014102.1_1-1137	Unknown
CUST_923_PI426227498	222785590_EZ014102.1_1-1137			gi|222785590_EZ014102.1_1-1137	Unknown
CUST_926_PI426227498	222785590_EZ014102.1_524-859			gi|222785590_EZ014102.1_524-859	Unknown
CUST_928_PI426227498	222785590_EZ014102.1_524-859			gi|222785590_EZ014102.1_524-859	Unknown
CUST_13_PI426244593	222785593_EZ014105.1_24-926			gi|222785593_EZ014105.1_24-926	Unknown
CUST_14_PI426244593	222785593_EZ014105.1_24-926			gi|222785593_EZ014105.1_24-926	Unknown
CUST_15_PI426244593	222785593_EZ014105.1_24-926			gi|222785593_EZ014105.1_24-926	Unknown
CUST_325_PI426227486	222785605_EZ014117.1_3-536			gi|222785605_EZ014117.1_3-536	Unknown
CUST_327_PI426227486	222785605_EZ014117.1_3-536			gi|222785605_EZ014117.1_3-536	Unknown
CUST_214_PI426226825	222785609_EZ014121.1_86-1421			gi|222785609_EZ014121.1_86-1421	Unknown
CUST_215_PI426226825	222785609_EZ014121.1_86-1421			gi|222785609_EZ014121.1_86-1421	Unknown
CUST_216_PI426226825	222785609_EZ014121.1_86-1421			gi|222785609_EZ014121.1_86-1421	Unknown
CUST_32_PI426226825	222785609_EZ014121.1_86-853			gi|222785609_EZ014121.1_86-853	Unknown
CUST_33_PI426226825	222785609_EZ014121.1_86-853			gi|222785609_EZ014121.1_86-853	Unknown
CUST_31_PI426226825	222785609_EZ014121.1_86-853			gi|222785609_EZ014121.1_86-853	Unknown
CUST_36_PI426226825	222785609_EZ014121.1_933-1421			gi|222785609_EZ014121.1_933-1421	Unknown
CUST_34_PI426226825	222785609_EZ014121.1_933-1421			gi|222785609_EZ014121.1_933-1421	Unknown
CUST_35_PI426226825	222785609_EZ014121.1_933-1421			gi|222785609_EZ014121.1_933-1421	Unknown
CUST_123_PI426266349	222785618_EZ014130.1_282-899			gi|222785618_EZ014130.1_282-899	Unknown
CUST_121_PI426266349	222785618_EZ014130.1_282-899			gi|222785618_EZ014130.1_282-899	Unknown
CUST_122_PI426266349	222785618_EZ014130.1_282-899			gi|222785618_EZ014130.1_282-899	Unknown
CUST_126_PI426266349	222785618_EZ014130.1_388-510			gi|222785618_EZ014130.1_388-510	Unknown
CUST_129_PI426266349	222785618_EZ014130.1_70-384			gi|222785618_EZ014130.1_70-384	Unknown
CUST_127_PI426266349	222785618_EZ014130.1_70-384			gi|222785618_EZ014130.1_70-384	Unknown
CUST_130_PI426266349	222785618_EZ014130.1_70-899			gi|222785618_EZ014130.1_70-899	Unknown
CUST_132_PI426266349	222785618_EZ014130.1_70-899			gi|222785618_EZ014130.1_70-899	Unknown
CUST_131_PI426266349	222785618_EZ014130.1_70-899			gi|222785618_EZ014130.1_70-899	Unknown
CUST_930_PI426227498	222785649_EZ014161.1_275-1151			gi|222785649_EZ014161.1_275-1151	Unknown
CUST_931_PI426227498	222785649_EZ014161.1_275-1151			gi|222785649_EZ014161.1_275-1151	Unknown
CUST_929_PI426227498	222785649_EZ014161.1_275-1151			gi|222785649_EZ014161.1_275-1151	Unknown
CUST_934_PI426227498	222785649_EZ014161.1_275-580			gi|222785649_EZ014161.1_275-580	Unknown
CUST_932_PI426227498	222785649_EZ014161.1_275-580			gi|222785649_EZ014161.1_275-580	Unknown
CUST_937_PI426227498	222785649_EZ014161.1_384-515			gi|222785649_EZ014161.1_384-515	Unknown
CUST_938_PI426227498	222785649_EZ014161.1_714-1151			gi|222785649_EZ014161.1_714-1151	Unknown
CUST_940_PI426227498	222785649_EZ014161.1_714-1151			gi|222785649_EZ014161.1_714-1151	Unknown
CUST_943_PI426227498	222785649_EZ014161.1_721-897			gi|222785649_EZ014161.1_721-897	Unknown
CUST_9_PI426226868	222785652_EZ014164.1_87-218			gi|222785652_EZ014164.1_87-218	Unknown
CUST_102_PI426266317	222785658_EZ014170.1_12-116			gi|222785658_EZ014170.1_12-116	Unknown
CUST_105_PI426266317	222785658_EZ014170.1_12-163			gi|222785658_EZ014170.1_12-163	Unknown
CUST_108_PI426266317	222785658_EZ014170.1_26-163			gi|222785658_EZ014170.1_26-163	Unknown
CUST_111_PI426266317	222785658_EZ014170.1_40-150			gi|222785658_EZ014170.1_40-150	Unknown
CUST_328_PI426227486	222785660_EZ014172.1_128-1081			gi|222785660_EZ014172.1_128-1081	Unknown
CUST_330_PI426227486	222785660_EZ014172.1_128-1081			gi|222785660_EZ014172.1_128-1081	Unknown
CUST_329_PI426227486	222785660_EZ014172.1_128-1081			gi|222785660_EZ014172.1_128-1081	Unknown
CUST_333_PI426227486	222785663_EZ014175.1_10-1280			gi|222785663_EZ014175.1_10-1280	Unknown
CUST_331_PI426227486	222785663_EZ014175.1_10-1280			gi|222785663_EZ014175.1_10-1280	Unknown
CUST_332_PI426227486	222785663_EZ014175.1_10-1280			gi|222785663_EZ014175.1_10-1280	Unknown
CUST_336_PI426227486	222785672_EZ014184.1_37-312			gi|222785672_EZ014184.1_37-312	Unknown
CUST_18_PI426266360	222785689_EZ014201.1_136-654			gi|222785689_EZ014201.1_136-654	Unknown
CUST_16_PI426266360	222785689_EZ014201.1_136-654			gi|222785689_EZ014201.1_136-654	Unknown
CUST_66_PI426245467	222785709_EZ014207.1_734-913			gi|222785709_EZ014207.1_734-913	Unknown
CUST_67_PI426245467	222785709_EZ014207.1_94-555			gi|222785709_EZ014207.1_94-555	Unknown
CUST_69_PI426245467	222785709_EZ014207.1_94-555			gi|222785709_EZ014207.1_94-555	Unknown
CUST_107_PI426245467	222785709_EZ014207.1_94-913			gi|222785709_EZ014207.1_94-913	Unknown
CUST_106_PI426245467	222785709_EZ014207.1_94-913			gi|222785709_EZ014207.1_94-913	Unknown
CUST_108_PI426245467	222785709_EZ014207.1_94-913			gi|222785709_EZ014207.1_94-913	Unknown
CUST_6_PI426245467	222785719_EZ014217.1_1146-1295			gi|222785719_EZ014217.1_1146-1295	Unknown
CUST_9_PI426245467	222785719_EZ014217.1_1617-1766			gi|222785719_EZ014217.1_1617-1766	Unknown
CUST_10_PI426245467	222785719_EZ014217.1_32-1030			gi|222785719_EZ014217.1_32-1030	Unknown
CUST_12_PI426245467	222785719_EZ014217.1_32-1030			gi|222785719_EZ014217.1_32-1030	Unknown
CUST_11_PI426245467	222785719_EZ014217.1_32-1030			gi|222785719_EZ014217.1_32-1030	Unknown
CUST_111_PI426245467	222785719_EZ014217.1_32-1766			gi|222785719_EZ014217.1_32-1766	Unknown
CUST_109_PI426245467	222785719_EZ014217.1_32-1766			gi|222785719_EZ014217.1_32-1766	Unknown
CUST_110_PI426245467	222785719_EZ014217.1_32-1766			gi|222785719_EZ014217.1_32-1766	Unknown
CUST_93_PI426265159	222785724_EZ014222.1_405-524			gi|222785724_EZ014222.1_405-524	Unknown
CUST_45_PI426227495	222785746_EZ014228.1_62-880			gi|222785746_EZ014228.1_62-880	Unknown
CUST_44_PI426227495	222785746_EZ014228.1_62-880			gi|222785746_EZ014228.1_62-880	Unknown
CUST_43_PI426227495	222785746_EZ014228.1_62-880			gi|222785746_EZ014228.1_62-880	Unknown
CUST_946_PI426227498	222785786_EZ014268.1_130-405			gi|222785786_EZ014268.1_130-405	Unknown
CUST_949_PI426227498	222785786_EZ014268.1_130-757			gi|222785786_EZ014268.1_130-757	Unknown
CUST_952_PI426227498	222785786_EZ014268.1_218-355			gi|222785786_EZ014268.1_218-355	Unknown
CUST_955_PI426227498	222785786_EZ014268.1_402-635			gi|222785786_EZ014268.1_402-635	Unknown
CUST_958_PI426227498	222785786_EZ014268.1_418-675			gi|222785786_EZ014268.1_418-675	Unknown
CUST_961_PI426227498	222785786_EZ014268.1_581-757			gi|222785786_EZ014268.1_581-757	Unknown
CUST_47_PI426227890	222785800_EZ014282.1_163-987			gi|222785800_EZ014282.1_163-987	Unknown
CUST_48_PI426227890	222785800_EZ014282.1_163-987			gi|222785800_EZ014282.1_163-987	Unknown
CUST_46_PI426227890	222785800_EZ014282.1_163-987			gi|222785800_EZ014282.1_163-987	Unknown
CUST_337_PI426227486	222785801_EZ014283.1_6-1076			gi|222785801_EZ014283.1_6-1076	Unknown
CUST_339_PI426227486	222785801_EZ014283.1_6-1076			gi|222785801_EZ014283.1_6-1076	Unknown
CUST_338_PI426227486	222785801_EZ014283.1_6-1076			gi|222785801_EZ014283.1_6-1076	Unknown
CUST_964_PI426227498	222785811_EZ014293.1_267-383			gi|222785811_EZ014293.1_267-383	Unknown
CUST_966_PI426227498	222785811_EZ014293.1_64-1033			gi|222785811_EZ014293.1_64-1033	Unknown
CUST_965_PI426227498	222785811_EZ014293.1_64-1033			gi|222785811_EZ014293.1_64-1033	Unknown
CUST_967_PI426227498	222785811_EZ014293.1_64-1033			gi|222785811_EZ014293.1_64-1033	Unknown
CUST_968_PI426227498	222785811_EZ014293.1_64-615			gi|222785811_EZ014293.1_64-615	Unknown
CUST_970_PI426227498	222785811_EZ014293.1_64-615			gi|222785811_EZ014293.1_64-615	Unknown
CUST_973_PI426227498	222785811_EZ014293.1_875-1033			gi|222785811_EZ014293.1_875-1033	Unknown
CUST_35_PI426266278	222785819_EZ014301.1_40-1167			gi|222785819_EZ014301.1_40-1167	Unknown
CUST_36_PI426266278	222785819_EZ014301.1_40-1167			gi|222785819_EZ014301.1_40-1167	Unknown
CUST_34_PI426266278	222785819_EZ014301.1_40-1167			gi|222785819_EZ014301.1_40-1167	Unknown
CUST_48_PI426227495	222785840_EZ014322.1_5-214			gi|222785840_EZ014322.1_5-214	Unknown
CUST_341_PI426227486	222785850_EZ014332.1_91-1971			gi|222785850_EZ014332.1_91-1971	Unknown
CUST_342_PI426227486	222785850_EZ014332.1_91-1971			gi|222785850_EZ014332.1_91-1971	Unknown
CUST_340_PI426227486	222785850_EZ014332.1_91-1971			gi|222785850_EZ014332.1_91-1971	Unknown
CUST_114_PI426266317	222785867_EZ014349.1_105-404			gi|222785867_EZ014349.1_105-404	Unknown
CUST_115_PI426266317	222785867_EZ014349.1_105-891			gi|222785867_EZ014349.1_105-891	Unknown
CUST_116_PI426266317	222785867_EZ014349.1_105-891			gi|222785867_EZ014349.1_105-891	Unknown
CUST_117_PI426266317	222785867_EZ014349.1_105-891			gi|222785867_EZ014349.1_105-891	Unknown
CUST_120_PI426266317	222785867_EZ014349.1_748-891			gi|222785867_EZ014349.1_748-891	Unknown
CUST_9_PI426247727	222785876_EZ014358.1_50-232			gi|222785876_EZ014358.1_50-232	Unknown
CUST_11_PI426246035	222785876_EZ014358.1_50-232			gi|222785876_EZ014358.1_50-232	Unknown
CUST_10_PI426246035	222785876_EZ014358.1_50-232			gi|222785876_EZ014358.1_50-232	Unknown
CUST_7_PI426247727	222785876_EZ014358.1_50-232			gi|222785876_EZ014358.1_50-232	Unknown
CUST_8_PI426247727	222785876_EZ014358.1_50-232			gi|222785876_EZ014358.1_50-232	Unknown
CUST_12_PI426246035	222785876_EZ014358.1_50-232			gi|222785876_EZ014358.1_50-232	Unknown
CUST_39_PI426266278	222785881_EZ014363.1_5-280			gi|222785881_EZ014363.1_5-280	Unknown
CUST_37_PI426266278	222785881_EZ014363.1_5-280			gi|222785881_EZ014363.1_5-280	Unknown
CUST_33_PI426226868	222785886_EZ014368.1_120-293			gi|222785886_EZ014368.1_120-293	Unknown
CUST_120_PI426226868	222785886_EZ014368.1_120-450			gi|222785886_EZ014368.1_120-450	Unknown
CUST_30_PI426226868	222785886_EZ014368.1_193-450			gi|222785886_EZ014368.1_193-450	Unknown
CUST_135_PI426266349	222785892_EZ014374.1_101-259			gi|222785892_EZ014374.1_101-259	Unknown
CUST_138_PI426266349	222785892_EZ014374.1_19-450			gi|222785892_EZ014374.1_19-450	Unknown
CUST_136_PI426266349	222785892_EZ014374.1_19-450			gi|222785892_EZ014374.1_19-450	Unknown
CUST_141_PI426266349	222785892_EZ014374.1_450-608			gi|222785892_EZ014374.1_450-608	Unknown
CUST_344_PI426227486	222785898_EZ014380.1_7-737			gi|222785898_EZ014380.1_7-737	Unknown
CUST_343_PI426227486	222785898_EZ014380.1_7-737			gi|222785898_EZ014380.1_7-737	Unknown
CUST_345_PI426227486	222785898_EZ014380.1_7-737			gi|222785898_EZ014380.1_7-737	Unknown
CUST_141_PI426227893	222785904_EZ014386.1_24-512			gi|222785904_EZ014386.1_24-512	Unknown
CUST_139_PI426227893	222785904_EZ014386.1_24-512			gi|222785904_EZ014386.1_24-512	Unknown
CUST_144_PI426227893	222785904_EZ014386.1_692-859			gi|222785904_EZ014386.1_692-859	Unknown
CUST_30_PI426245467	222785918_EZ014400.1_19-573			gi|222785918_EZ014400.1_19-573	Unknown
CUST_28_PI426245467	222785918_EZ014400.1_19-573			gi|222785918_EZ014400.1_19-573	Unknown
CUST_112_PI426245467	222785918_EZ014400.1_19-959			gi|222785918_EZ014400.1_19-959	Unknown
CUST_114_PI426245467	222785918_EZ014400.1_19-959			gi|222785918_EZ014400.1_19-959	Unknown
CUST_113_PI426245467	222785918_EZ014400.1_19-959			gi|222785918_EZ014400.1_19-959	Unknown
CUST_27_PI426245467	222785918_EZ014400.1_768-959			gi|222785918_EZ014400.1_768-959	Unknown
CUST_976_PI426227498	222786084_EZ014556.1_1373-1498			gi|222786084_EZ014556.1_1373-1498	Unknown
CUST_979_PI426227498	222786084_EZ014556.1_157-264			gi|222786084_EZ014556.1_157-264	Unknown
CUST_980_PI426227498	222786084_EZ014556.1_24-1498			gi|222786084_EZ014556.1_24-1498	Unknown
CUST_981_PI426227498	222786084_EZ014556.1_24-1498			gi|222786084_EZ014556.1_24-1498	Unknown
CUST_982_PI426227498	222786084_EZ014556.1_24-1498			gi|222786084_EZ014556.1_24-1498	Unknown
CUST_985_PI426227498	222786084_EZ014556.1_24-773			gi|222786084_EZ014556.1_24-773	Unknown
CUST_983_PI426227498	222786084_EZ014556.1_24-773			gi|222786084_EZ014556.1_24-773	Unknown
CUST_988_PI426227498	222786084_EZ014556.1_301-417			gi|222786084_EZ014556.1_301-417	Unknown
CUST_991_PI426227498	222786084_EZ014556.1_774-941			gi|222786084_EZ014556.1_774-941	Unknown
CUST_994_PI426227498	222786084_EZ014556.1_951-1073			gi|222786084_EZ014556.1_951-1073	Unknown
CUST_348_PI426227486	222786551_EZ015023.1_46-198			gi|222786551_EZ015023.1_46-198	Unknown
CUST_28_PI426265162	222786596_EZ015068.1_80-292			gi|222786596_EZ015068.1_80-292	Unknown
CUST_30_PI426265162	222786596_EZ015068.1_80-292			gi|222786596_EZ015068.1_80-292	Unknown
CUST_29_PI426265162	222786596_EZ015068.1_80-292			gi|222786596_EZ015068.1_80-292	Unknown
CUST_99_PI426266424	222786617_EZ015089.1_1100-1585			gi|222786617_EZ015089.1_1100-1585	Unknown
CUST_97_PI426266424	222786617_EZ015089.1_1100-1585			gi|222786617_EZ015089.1_1100-1585	Unknown
CUST_98_PI426266424	222786617_EZ015089.1_1100-1585			gi|222786617_EZ015089.1_1100-1585	Unknown
CUST_102_PI426266424	222786617_EZ015089.1_1275-1400			gi|222786617_EZ015089.1_1275-1400	Unknown
CUST_103_PI426266424	222786617_EZ015089.1_80-1585			gi|222786617_EZ015089.1_80-1585	Unknown
CUST_105_PI426266424	222786617_EZ015089.1_80-1585			gi|222786617_EZ015089.1_80-1585	Unknown
CUST_107_PI426266424	222786617_EZ015089.1_80-958			gi|222786617_EZ015089.1_80-958	Unknown
CUST_108_PI426266424	222786617_EZ015089.1_80-958			gi|222786617_EZ015089.1_80-958	Unknown
CUST_106_PI426266424	222786617_EZ015089.1_80-958			gi|222786617_EZ015089.1_80-958	Unknown
CUST_111_PI426266424	222786617_EZ015089.1_871-1098			gi|222786617_EZ015089.1_871-1098	Unknown
CUST_997_PI426227498	222786667_EZ015139.1_8-220			gi|222786667_EZ015139.1_8-220	Unknown
CUST_349_PI426227486	222786690_EZ015162.1_59-1033			gi|222786690_EZ015162.1_59-1033	Unknown
CUST_350_PI426227486	222786690_EZ015162.1_59-1033			gi|222786690_EZ015162.1_59-1033	Unknown
CUST_351_PI426227486	222786690_EZ015162.1_59-1033			gi|222786690_EZ015162.1_59-1033	Unknown
CUST_352_PI426227486	222786712_EZ015184.1_8-1142			gi|222786712_EZ015184.1_8-1142	Unknown
CUST_354_PI426227486	222786712_EZ015184.1_8-1142			gi|222786712_EZ015184.1_8-1142	Unknown
CUST_353_PI426227486	222786712_EZ015184.1_8-1142			gi|222786712_EZ015184.1_8-1142	Unknown
CUST_51_PI426227495	222786780_EZ015252.1_144-791			gi|222786780_EZ015252.1_144-791	Unknown
CUST_50_PI426227495	222786780_EZ015252.1_144-791			gi|222786780_EZ015252.1_144-791	Unknown
CUST_49_PI426227495	222786780_EZ015252.1_144-791			gi|222786780_EZ015252.1_144-791	Unknown
CUST_94_PI426265159	222786883_EZ015355.1_34-1182			gi|222786883_EZ015355.1_34-1182	Unknown
CUST_95_PI426265159	222786883_EZ015355.1_34-1182			gi|222786883_EZ015355.1_34-1182	Unknown
CUST_96_PI426265159	222786883_EZ015355.1_34-1182			gi|222786883_EZ015355.1_34-1182	Unknown
CUST_357_PI426227486	222786911_EZ015383.1_79-574			gi|222786911_EZ015383.1_79-574	Unknown
CUST_355_PI426227486	222786911_EZ015383.1_79-574			gi|222786911_EZ015383.1_79-574	Unknown
CUST_54_PI426227495	222786916_EZ015388.1_352-564			gi|222786916_EZ015388.1_352-564	Unknown
CUST_57_PI426227495	222786916_EZ015388.1_64-294			gi|222786916_EZ015388.1_64-294	Unknown
CUST_1000_PI426227498	222786936_EZ015408.1_178-516			gi|222786936_EZ015408.1_178-516	Unknown
CUST_1001_PI426227498	222786936_EZ015408.1_178-872			gi|222786936_EZ015408.1_178-872	Unknown
CUST_1003_PI426227498	222786936_EZ015408.1_178-872			gi|222786936_EZ015408.1_178-872	Unknown
CUST_1002_PI426227498	222786936_EZ015408.1_178-872			gi|222786936_EZ015408.1_178-872	Unknown
CUST_1006_PI426227498	222786936_EZ015408.1_486-872			gi|222786936_EZ015408.1_486-872	Unknown
CUST_9_PI426264540	222786977_EZ015449.1_327-842			gi|222786977_EZ015449.1_327-842	Unknown
CUST_7_PI426264540	222786977_EZ015449.1_327-842			gi|222786977_EZ015449.1_327-842	Unknown
CUST_4_PI426264540	222786977_EZ015449.1_67-330			gi|222786977_EZ015449.1_67-330	Unknown
CUST_6_PI426264540	222786977_EZ015449.1_67-330			gi|222786977_EZ015449.1_67-330	Unknown
CUST_183_PI426264540	222786977_EZ015449.1_67-842			gi|222786977_EZ015449.1_67-842	Unknown
CUST_182_PI426264540	222786977_EZ015449.1_67-842			gi|222786977_EZ015449.1_67-842	Unknown
CUST_181_PI426264540	222786977_EZ015449.1_67-842			gi|222786977_EZ015449.1_67-842	Unknown
CUST_141_PI426266271	222786987_EZ015459.1_1000-1158			gi|222786987_EZ015459.1_1000-1158	Unknown
CUST_144_PI426266271	222786987_EZ015459.1_1417-1674			gi|222786987_EZ015459.1_1417-1674	Unknown
CUST_145_PI426266271	222786987_EZ015459.1_275-1674			gi|222786987_EZ015459.1_275-1674	Unknown
CUST_146_PI426266271	222786987_EZ015459.1_275-1674			gi|222786987_EZ015459.1_275-1674	Unknown
CUST_147_PI426266271	222786987_EZ015459.1_275-1674			gi|222786987_EZ015459.1_275-1674	Unknown
CUST_150_PI426266271	222786987_EZ015459.1_275-775			gi|222786987_EZ015459.1_275-775	Unknown
CUST_148_PI426266271	222786987_EZ015459.1_275-775			gi|222786987_EZ015459.1_275-775	Unknown
CUST_153_PI426266271	222786987_EZ015459.1_933-1412			gi|222786987_EZ015459.1_933-1412	Unknown
CUST_1009_PI426227498	222786988_EZ015460.1_54-350			gi|222786988_EZ015460.1_54-350	Unknown
CUST_147_PI426227893	222787143_EZ015615.1_74-358			gi|222787143_EZ015615.1_74-358	Unknown
CUST_87_PI426266274	222787197_EZ015669.1_141-353			gi|222787197_EZ015669.1_141-353	Unknown
CUST_89_PI426266274	222787197_EZ015669.1_141-494			gi|222787197_EZ015669.1_141-494	Unknown
CUST_93_PI426266274	222787197_EZ015669.1_390-494			gi|222787197_EZ015669.1_390-494	Unknown
CUST_96_PI426266274	222787202_EZ015674.1_1226-1375			gi|222787202_EZ015674.1_1226-1375	Unknown
CUST_98_PI426266274	222787202_EZ015674.1_334-1375			gi|222787202_EZ015674.1_334-1375	Unknown
CUST_360_PI426227486	222787202_EZ015674.1_334-1375			gi|222787202_EZ015674.1_334-1375	Unknown
CUST_97_PI426266274	222787202_EZ015674.1_334-1375			gi|222787202_EZ015674.1_334-1375	Unknown
CUST_99_PI426266274	222787202_EZ015674.1_334-1375			gi|222787202_EZ015674.1_334-1375	Unknown
CUST_359_PI426227486	222787202_EZ015674.1_334-1375			gi|222787202_EZ015674.1_334-1375	Unknown
CUST_358_PI426227486	222787202_EZ015674.1_334-1375			gi|222787202_EZ015674.1_334-1375	Unknown
CUST_102_PI426266274	222787202_EZ015674.1_334-807			gi|222787202_EZ015674.1_334-807	Unknown
CUST_100_PI426266274	222787202_EZ015674.1_334-807			gi|222787202_EZ015674.1_334-807	Unknown
CUST_101_PI426266274	222787202_EZ015674.1_334-807			gi|222787202_EZ015674.1_334-807	Unknown
CUST_105_PI426266274	222787202_EZ015674.1_818-961			gi|222787202_EZ015674.1_818-961	Unknown
CUST_1012_PI426227498	222787221_EZ015693.1_1178-1282			gi|222787221_EZ015693.1_1178-1282	Unknown
CUST_1015_PI426227498	222787221_EZ015693.1_1322-1498			gi|222787221_EZ015693.1_1322-1498	Unknown
CUST_1016_PI426227498	222787221_EZ015693.1_27-1498			gi|222787221_EZ015693.1_27-1498	Unknown
CUST_1017_PI426227498	222787221_EZ015693.1_27-1498			gi|222787221_EZ015693.1_27-1498	Unknown
CUST_1018_PI426227498	222787221_EZ015693.1_27-1498			gi|222787221_EZ015693.1_27-1498	Unknown
CUST_1021_PI426227498	222787221_EZ015693.1_27-245			gi|222787221_EZ015693.1_27-245	Unknown
CUST_1024_PI426227498	222787221_EZ015693.1_509-613			gi|222787221_EZ015693.1_509-613	Unknown
CUST_1026_PI426227498	222787221_EZ015693.1_70-873			gi|222787221_EZ015693.1_70-873	Unknown
CUST_1025_PI426227498	222787221_EZ015693.1_70-873			gi|222787221_EZ015693.1_70-873	Unknown
CUST_1027_PI426227498	222787221_EZ015693.1_70-873			gi|222787221_EZ015693.1_70-873	Unknown
CUST_55_PI426246032	222787354_EZ015826.1_18-347			gi|222787354_EZ015826.1_18-347	Unknown
CUST_57_PI426246032	222787354_EZ015826.1_18-347			gi|222787354_EZ015826.1_18-347	Unknown
