ProbeID	PrimaryAccession	RefSeqAccession	GenbankAccession	UniGeneID	EntrezGeneID	GeneSymbol	GeneName	EnsemblID	TIGRID	GO	Description	GenomicCoordinates	Cytoband
CUST_47_PI426244603	19982568_AY037769.1_81-785												
CUST_165_PI426266274	222801296_EZ029684.1_74-310												
CUST_165_PI426226915	254940033_FJ854646.1_10-300												
CUST_657_PI426227498	222783263_EZ011932.1_437-802												
CUST_13_PI426266615	AB106689_129_163												
CUST_3_PI426247727	222551156_EZ007069.1_25-249												
CUST_39_PI426266311	222781618_EZ010289.1_626-757												
CUST_184_PI426227486	222782844_EZ011515.1_156-1603												
CUST_636_PI426227498	222783213_EZ011882.1_28-1191												
CUST_985_PI426227498	222786084_EZ014556.1_24-773												
CUST_106_PI426266274	222791975_EZ020363.1_235-663												
CUST_84_PI426264540	222546763_EZ002953.1_43-171												
CUST_60_PI426266615	Ac_20_201_235												
CUST_42_PI426266317	222781411_EZ010082.1_622-753												
CUST_57_PI426245467	222781026_EZ009697.1_640-972												
CUST_25_PI426267032	168989246_DQ483007.1_370-717												
CUST_102_PI426227893	222784050_EZ012708.1_123-392												
CUST_305_PI426232937	FN646423.1												
CUST_49_PI426227890	222792938_EZ021326.1_333-758												
CUST_11_PI426232931	168989227_DQ482988.1_284-421												
CUST_628_PI426227498	222783088_EZ011757.1_112-852												
CUST_110_PI426227498	222545879_EZ002069.1_263-517												
CUST_66_PI426226825	222545219_EZ001409.1_201-593												
CUST_132_PI426266317	222788530_EZ017002.1_79-1225												
CUST_699_PI426227498	222783825_EZ012485.1_36-467												
CUST_11_PI426266274	222546153_EZ002343.1_758-1393												
CUST_50_PI426266311	222784780_EZ013416.1_651-1085												
CUST_22_PI426264530	222549313_EZ005226.1_165-266												
CUST_3_PI426227887	222544900_EZ001090.1_458-571												
CUST_51_PI426246032	222798016_EZ026404.1_34-741												
CUST_70_PI426227884	222799375_EZ027763.1_175-1152												
CUST_116_PI426266274	222791975_EZ020363.1_97-736												
CUST_117_PI426246026	4731284_AF112121.1_25-753												
CUST_9_PI426232940	35210443_AB106684.1_32-901												
CUST_117_PI426266424	222794837_EZ023225.1_315-1727												
CUST_404_PI426227498	222780720_EZ009391.1_825-1619												
CUST_26_PI426246029	222784062_EZ012720.1_171-1669												
CUST_69_PI426266615	Ac_24_145_179												
CUST_1219_PI426227498	222796367_EZ024755.1_152-367												
CUST_5_PI426266572	266634783_FJ807389.1_55-3079												
CUST_36_PI426264530	222780605_EZ009276.1_240-416												
CUST_41_PI426266360	222799487_EZ027875.1_2-1048												
CUST_78_PI426227495	222795387_EZ023775.1_146-1348												
CUST_345_PI426227486	222785898_EZ014380.1_7-737												
CUST_40_PI426264527	193081165_EU717908.1_38-588												
CUST_279_PI426266615	MGID_135_142_176												
CUST_1377_PI426227498	222801063_EZ029451.1_222-1511												
CUST_401_PI426227498	222780720_EZ009391.1_206-481												
CUST_59_PI426232940	31505736_AY289704.1_88-912												
CUST_19_PI426232931	168989236_DQ482997.1_30-965												
CUST_30_PI426226825	222781461_EZ010132.1_140-790												
CUST_304_PI426232940	288950319_GQ501390.1_13-483												
CUST_1337_PI426227498	222800230_EZ028618.1_102-596												
CUST_27_PI426227890	222549076_EZ004989.1_131-238												
CUST_3_PI426266271	222544477_EZ000667.1_127-246												
CUST_94_PI426227495	222803011_EZ031399.1_25-600												
CUST_219_PI426232937	AY160087.1												
CUST_39_PI426246032	222800795_EZ029183.1_852-1058												
CUST_16_PI426232931	168989233_DQ482994.1_719-1207												
CUST_45_PI426266615	Ac_16_101_135												
CUST_117_PI426266615	AF285166_2534_2568												
CUST_9_PI426226214	222795924_EZ024312.1_1286-1561												
CUST_7_PI426244597	222785349_EZ013983.1_4-426												
CUST_27_PI426246032	222788896_EZ017328.1_521-703												
CUST_129_PI426232940	117937764_EF036594.1_58-1338												
CUST_57_PI426227495	222786916_EZ015388.1_64-294												
CUST_179_PI426266615	CX_cont(19c4)_10_44												
CUST_236_PI426227498	222549743_EZ005656.1_103-246												
CUST_542_PI426227498	222782460_EZ011131.1_277-384												
CUST_66_PI426265159	222783804_EZ012464.1_66-767												
CUST_31_PI426266366	222785330_EZ013964.1_239-427												
CUST_515_PI426227498	222781507_EZ010178.1_94-558												
CUST_64_PI426266424	222783589_EZ012252.1_74-427												
CUST_536_PI426227498	222782302_EZ010973.1_136-832												
CUST_37_PI426232937	AJ884898.1												
CUST_7_PI426232931	168989227_DQ482988.1_22-357												
CUST_6_PI426244589	222794710_EZ023098.1_567-1640												
CUST_257_PI426266615	Hsp90(1)8_133_168												
CUST_277_PI426266615	MGID_135_142_176												
CUST_399_PI426227486	222791261_EZ019649.1_38-1273												
CUST_142_PI426266615	AY164664_33_67												
CUST_8_PI426266267	222547501_EZ003414.1_90-212												
CUST_129_PI426232937	AY149137.1												
CUST_415_PI426227486	222793714_EZ022102.1_107-872												
CUST_147_PI426227486	222782254_EZ010925.1_305-607												
CUST_9_PI426264527	222791626_EZ020014.1_45-599												
CUST_63_PI426266424	222783589_EZ012252.1_74-1881												
CUST_215_PI426226825	222785609_EZ014121.1_86-1421												
CUST_696_PI426227498	222783825_EZ012485.1_36-1392												
CUST_345_PI426227498	222779076_EZ007747.1_164-1129												
CUST_318_PI426232940	288950324_GQ501395.1_22-444												
CUST_268_PI426227486	222784255_EZ012913.1_82-406												
CUST_13_PI426266594	75858846_DQ144991.1_631-849												
CUST_13_PI426245463	222798880_EZ027268.1_1152-1319												
CUST_7_PI426227884	222781550_EZ010221.1_1266-1481												
CUST_69_PI426226825	222545219_EZ001409.1_825-1091												
CUST_61_PI426266311	222785024_EZ013658.1_62-673												
CUST_371_PI426227498	222779661_EZ008332.1_203-379												
CUST_198_PI426232937	AY149172.1												
CUST_17_PI426266366	222784189_EZ012847.1_55-246												
CUST_7_PI426246029	222799801_EZ028189.1_99-215												
CUST_335_PI426266615	MGID_62_111_146												
CUST_113_PI426227486	222781213_EZ009884.1_221-996												
CUST_34_PI426226825	222785609_EZ014121.1_933-1421												
CUST_239_PI426266615	DY447310_337_371												
CUST_8_PI426266594	75858838_DQ144987.1_1-804												
CUST_208_PI426226825	222784709_EZ013347.1_11-1409												
CUST_114_PI426246026	4378739_AF108717.1_37-312												
CUST_832_PI426227498	222785068_EZ013702.1_396-506												
CUST_400_PI426227486	222791926_EZ020314.1_98-730												
CUST_40_PI426266363	222784240_EZ012898.1_174-689												
CUST_60_PI426266349	222547983_EZ003896.1_18-173												
CUST_75_PI426226915	222546728_EZ002918.1_696-872												
CUST_14_PI426266274	222546277_EZ002467.1_458-1222												
CUST_123_PI426227486	222781701_EZ010372.1_140-679												
CUST_18_PI426226915	AB441386.1												
CUST_9_PI426264540	222786977_EZ015449.1_327-842												
CUST_9_PI426246035	222792020_EZ020408.1_177-794												
CUST_59_PI426227896	222801296_EZ029684.1_74-1410												
CUST_18_PI426246032	222549069_EZ004982.1_46-231												
CUST_16_PI426232934	168989234_DQ482995.1_304-477												
CUST_48_PI426266317	222781411_EZ010082.1_8-397												
CUST_33_PI426266366	222785330_EZ013964.1_239-427												
CUST_237_PI426232937	DQ174705.1												
CUST_22_PI426267032	133856039_EF133952.1_75-686												
CUST_28_PI426227896	222783480_EZ012143.1_343-1063												
CUST_51_PI426244603	21303775_AY037766.1_181-855												
CUST_127_PI426264540	222788032_EZ016504.1_512-943												
CUST_18_PI426265162	222781459_EZ010130.1_59-1552												
CUST_229_PI426227486	222783415_EZ012080.1_88-384												
CUST_81_PI426266271	222783517_EZ012180.1_342-908												
CUST_1003_PI426227498	222786936_EZ015408.1_178-872												
CUST_483_PI426227486	222800544_EZ028932.1_160-309												
CUST_124_PI426264540	222788032_EZ016504.1_109-741												
CUST_317_PI426227498	222778866_EZ007537.1_12-204												
CUST_441_PI426227486	222796057_EZ024445.1_98-358												
CUST_77_PI426266317	222782137_EZ010808.1_56-1039												
CUST_48_PI426246032	222546108_EZ002298.1_802-1056												
CUST_82_PI426226825	222780698_EZ009369.1_54-548												
CUST_198_PI426227486	222783021_EZ011690.1_8-169												
CUST_22_PI426245467	222783038_EZ011707.1_7-450												
CUST_41_PI426247733	222792994_EZ021382.1_43-1187												
CUST_49_PI426264530	222780605_EZ009276.1_50-1017												
CUST_313_PI426227486	222785331_EZ013965.1_43-938												
CUST_135_PI426265159	222793640_EZ022028.1_217-339												
CUST_141_PI426232940	160430744_EU130574.1_307-936												
CUST_63_PI426226868	222782207_EZ010878.1_307-1026												
CUST_27_PI426244603	199581450_EU709809.1_1-696												
CUST_8_PI426266615	AB086183_1000_1034												
CUST_27_PI426226214	222795924_EZ024312.1_34-1561												
CUST_90_PI426266424	222785203_EZ013837.1_193-297												
CUST_21_PI426266317	222781277_EZ009948.1_238-423												
CUST_54_PI426244603	21303775_AY037766.1_779-946												
CUST_45_PI426266363	222784911_EZ013545.1_106-240												
CUST_25_PI426264527	222549959_EZ005872.1_41-220												
CUST_1402_PI426227498	222801268_EZ029656.1_308-472												
CUST_18_PI426227881	159024327_EU116937.1_673-816												
CUST_51_PI426227896	222795891_EZ024279.1_85-207												
CUST_147_PI426226915	222798675_EZ027063.1_2-205												
CUST_152_PI426227486	222782483_EZ011154.1_37-834												
CUST_183_PI426264540	222786977_EZ015449.1_67-842												
CUST_19_PI426266366	222784189_EZ012847.1_55-822												
CUST_120_PI426227498	222546088_EZ002278.1_38-520												
CUST_1107_PI426227498	222790385_EZ018773.1_1314-2633												
CUST_162_PI426246026	222549711_EZ005624.1_161-286												
CUST_7_PI426244603	78059147_DQ206378.1_1-666												
CUST_51_PI426266317	222781411_EZ010082.1_8-761												
CUST_1026_PI426227498	222787221_EZ015693.1_70-873												
CUST_273_PI426266615	MGID_114_199_233												
CUST_230_PI426227498	222549404_EZ005317.1_7-240												
CUST_12_PI426226868	222784869_EZ013503.1_9-887												
CUST_24_PI426266366	222784189_EZ012847.1_582-728												
CUST_32_PI426226903	222784833_EZ013467.1_157-813												
CUST_7_PI426247727	222785876_EZ014358.1_50-232												
CUST_395_PI426227498	222780720_EZ009391.1_154-1650												
CUST_23_PI426266366	222784189_EZ012847.1_582-728												
CUST_9_PI426266566	75858824												
CUST_46_PI426264530	222549384_EZ005297.1_25-239												
CUST_111_PI426245467	222785719_EZ014217.1_32-1766												
CUST_38_PI426266360	222795179_EZ023567.1_29-624												
CUST_95_PI426232937	AY149127.1												
CUST_75_PI426264540	222545727_EZ001917.1_356-574												
CUST_303_PI426232940	288950318_GQ501389.1_22-453												
CUST_619_PI426227498	222783071_EZ011740.1_76-1174												
CUST_63_PI426227495	222790792_EZ019180.1_369-560												
CUST_23_PI426266360	222793958_EZ022346.1_42-724												
CUST_3_PI426247733	222781649_EZ010320.1_492-611												
CUST_45_PI426226915	222545154_EZ001344.1_1846-2958												
CUST_692_PI426227498	222783718_EZ012378.1_105-362												
CUST_1228_PI426227498	222796367_EZ024755.1_75-197												
CUST_3_PI426264530	222784674_EZ013314.1_27-134												
CUST_180_PI426266615	CX_cont(19c4)_10_44												
CUST_105_PI426227495	226331212_FJ790233.1_1-426												
CUST_222_PI426232940	288950283_GQ501354.1_22-492												
CUST_62_PI426266317	222782121_EZ010792.1_79-1561												
CUST_92_PI426266317	222785320_EZ013954.1_57-1404												
CUST_17_PI426264540	222795350_EZ023738.1_648-1316												
CUST_188_PI426266615	Dbs_193_227												
CUST_266_PI426266615	MGID_10_129_163												
CUST_150_PI426264540	222544677_EZ000867.1_257-487												
CUST_12_PI426266366	222784189_EZ012847.1_297-455												
CUST_12_PI426265162	222550543_EZ006456.1_57-233												
CUST_57_PI426227884	222785253_EZ013887.1_8-130												
CUST_42_PI426264527	193081165_EU717908.1_38-588												
CUST_31_PI426266615	Ac_12_125_159												
CUST_245_PI426227498	222549996_EZ005909.1_22-144												
CUST_85_PI426227495	222798891_EZ027279.1_34-597												
CUST_90_PI426232940	42600968_AY456110.1_308-937												
CUST_57_PI426227486	222548901_EZ004814.1_15-260												
CUST_75_PI426245467	222803052_EZ031440.1_537-644												
CUST_80_PI426227495	222796352_EZ024740.1_15-701												
CUST_5_PI426265153	222549797_EZ005710.1_108-227												
CUST_527_PI426227498	222782300_EZ010971.1_345-452												
CUST_7_PI426266566	75858824												
CUST_57_PI426226868	222801064_EZ029452.1_4-138												
CUST_302_PI426227486	222785194_EZ013828.1_56-1212												
CUST_12_PI426226214	222783454_EZ012117.1_390-515												
CUST_51_PI426245467	222784398_EZ013056.1_103-819												
CUST_7_PI426264530	222784674_EZ013314.1_79-375												
CUST_3_PI426227951	168989238_DQ482999.1_75-854												
CUST_19_PI426266363	222782973_EZ011643.1_57-401												
CUST_12_PI426246032	222546786_EZ002976.1_690-818												
CUST_183_PI426226825	222779736_EZ008407.1_60-227												
CUST_850_PI426227498	222785152_EZ013786.1_1369-1473												
CUST_31_PI426226903	222784833_EZ013467.1_157-813												
CUST_120_PI426226825	222779472_EZ008143.1_400-543												
CUST_49_PI426232940	31505732_AY289702.1_88-915												
CUST_213_PI426232937	AY160087.1												
CUST_27_PI426232937	AF425735.1												
CUST_129_PI426226825	222801086_EZ029474.1_1596-1724												
CUST_25_PI426265162	222784850_EZ013484.1_32-247												
CUST_1446_PI426227498	222801892_EZ030280.1_509-2523												
CUST_183_PI426266274	222801996_EZ030384.1_31-1032												
CUST_150_PI426227486	222782403_EZ011074.1_12-530												
CUST_114_PI426227486	222781213_EZ009884.1_221-996												
CUST_78_PI426246026	205321347_AB441311.1_617-727												
CUST_922_PI426227498	222785568_EZ014080.1_933-1112												
CUST_46_PI426266278	222790529_EZ018917.1_97-747												
CUST_64_PI426266615	Ac_23_101_135												
CUST_474_PI426227486	222798753_EZ027141.1_137-795												
CUST_27_PI426264527	222549959_EZ005872.1_41-220												
CUST_45_PI426226868	222799814_EZ028202.1_229-360												
CUST_240_PI426266615	DY447310_337_371												
CUST_68_PI426227495	222794661_EZ023049.1_421-1566												
CUST_39_PI426226915	222544965_EZ001155.1_393-572												
CUST_228_PI426227486	222783407_EZ012072.1_73-767												
CUST_67_PI426226915	222546088_EZ002278.1_38-520												
CUST_33_PI426266271	222547774_EZ003687.1_100-237												
CUST_187_PI426266615	Dbs_193_227												
CUST_5_PI426267032	133856041_EF133953.1_75-686												
CUST_148_PI426266274	222799455_EZ027843.1_860-1009												
CUST_1345_PI426227498	222800587_EZ028975.1_127-1184												
CUST_719_PI426227498	222783902_EZ012562.1_1200-1376												
CUST_98_PI426226915	222781598_EZ010269.1_58-1479												
CUST_30_PI426266317	222781277_EZ009948.1_41-241												
CUST_82_PI426266271	222783517_EZ012180.1_47-1055												
CUST_3_PI426245463	209867519_EU785981.1_1-1134												
CUST_148_PI426266317	222799676_EZ028064.1_356-898												
CUST_51_PI426266274	222781550_EZ010221.1_986-1096												
CUST_1394_PI426227498	222801268_EZ029656.1_145-1074												
CUST_15_PI426266424	222547573_EZ003486.1_80-211												
CUST_26_PI426227495	222784125_EZ012783.1_12-902												
CUST_93_PI426266274	222787197_EZ015669.1_390-494												
CUST_328_PI426227486	222785660_EZ014172.1_128-1081												
CUST_316_PI426227498	222778866_EZ007537.1_12-204												
CUST_9_PI426266311	222547239_EZ003152.1_2-255												
CUST_138_PI426266271	222785056_EZ013690.1_128-295												
CUST_30_PI426244603	51593129_AY646073.1_1-699												
CUST_3_PI426266430	168989224_DQ482985.1_1-1181												
CUST_60_PI426227896	222801296_EZ029684.1_74-1410												
CUST_81_PI426232937	AY149123.1												
CUST_1267_PI426227498	222797017_EZ025405.1_11-226												
CUST_105_PI426232940	71372562_DQ082986.1_239-361												
CUST_314_PI426227486	222785331_EZ013965.1_43-938												
CUST_180_PI426246026	222782602_EZ011273.1_102-599												
CUST_4_PI426266363	222779537_EZ008208.1_10-999												
CUST_915_PI426227498	222785568_EZ014080.1_39-1112												
CUST_21_PI426246032	222545243_EZ001433.1_353-823												
CUST_54_PI426226825	222782824_EZ011495.1_79-285												
CUST_203_PI426227498	222548087_EZ004000.1_10-243												
CUST_12_PI426266271	222546406_EZ002596.1_1579-1860												
CUST_748_PI426227498	222784359_EZ013017.1_486-587												
CUST_41_PI426266363	222784240_EZ012898.1_174-689												
CUST_115_PI426226868	222782207_EZ010878.1_14-1026												
CUST_793_PI426227498	222784673_EZ013313.1_363-500												
CUST_22_PI426245463	222798880_EZ027268.1_25-924												
CUST_22_PI426266363	222783366_EZ012031.1_122-505												
CUST_55_PI426266278	222790560_EZ018948.1_259-1041												
CUST_8_PI426247727	222785876_EZ014358.1_50-232												
CUST_99_PI426266274	222787202_EZ015674.1_334-1375												
CUST_202_PI426232940	288950277_GQ501348.1_22-495												
CUST_182_PI426266274	222801996_EZ030384.1_31-1032												
CUST_1327_PI426227498	222799912_EZ028300.1_1225-1428												
CUST_91_PI426227495	222802934_EZ031322.1_70-576												
CUST_15_PI426266311	222547452_EZ003365.1_19-216												
CUST_54_PI426226978	222550798_EZ006711.1_63-206												
CUST_249_PI426266615	Hsp27_cont(B)_113_147												
CUST_138_PI426232940	160430743_EU130573.1_151-1338												
CUST_39_PI426232931	300807382_HM156698.1_751-939												
CUST_46_PI426265159	222781918_EZ010589.1_268-885												
CUST_34_PI426232940	31505720_AY289696.1_88-912												
CUST_66_PI426246026	205321333_AB441304.1_19-267												
CUST_235_PI426266615	DT622365_50_84												
CUST_12_PI426232937	60222981_AB158781.1_77-1042												
CUST_126_PI426266349	222785618_EZ014130.1_388-510												
CUST_64_PI426227884	222785329_EZ013963.1_8-1024												
CUST_130_PI426226868	222801388_EZ029776.1_114-1322												
CUST_147_PI426266317	222799676_EZ028064.1_342-581												
CUST_380_PI426227498	222779661_EZ008332.1_920-1054												
CUST_42_PI426226915	222544965_EZ001155.1_45-173												
CUST_127_PI426232940	117937764_EF036594.1_58-1338												
CUST_101_PI426227498	222545703_EZ001893.1_458-1150												
CUST_36_PI426227495	222784239_EZ012897.1_333-440												
CUST_30_PI426266366	222784835_EZ013469.1_168-992												
CUST_1133_PI426227498	222791089_EZ019477.1_30-982												
CUST_119_PI426227486	222781667_EZ010338.1_58-1246												
CUST_57_PI426227896	222801296_EZ029684.1_520-948												
CUST_44_PI426264530	222802277_EZ030665.1_53-298												
CUST_66_PI426226868	222789721_EZ018153.1_55-228												
CUST_1411_PI426227498	222801338_EZ029726.1_420-878												
CUST_492_PI426227486	222801617_EZ030005.1_56-958												
CUST_381_PI426227498	222780092_EZ008763.1_19-669												
CUST_19_PI426266615	AB201749_1369_1403												
CUST_153_PI426226915	222802688_EZ031076.1_33-539												
CUST_32_PI426247733	222785212_EZ013846.1_10-882												
CUST_3_PI426227893	124507305_EF363320.1_351-617												
CUST_1366_PI426227498	222801063_EZ029451.1_1210-1317												
CUST_153_PI426266615	AY500892_1204_1238												
CUST_102_PI426264540	222799525_EZ027913.1_993-1520												
CUST_49_PI426245467	222784398_EZ013056.1_103-819												
CUST_1060_PI426227498	222788731_EZ017203.1_298-477												
CUST_20_PI426244589	222545349_EZ001539.1_30-926												
CUST_1102_PI426227498	222790172_EZ018566.1_59-819												
CUST_6_PI426266311	222547239_EZ003152.1_2-220												
CUST_802_PI426227498	222784754_EZ013390.1_104-352												
CUST_138_PI426226868	222546465_EZ002655.1_453-1463												
CUST_147_PI426226868	222784592_EZ013238.1_557-691												
CUST_130_PI426266271	222785034_EZ013668.1_73-997												
CUST_337_PI426266615	MGID_630_113_147												
CUST_1138_PI426227498	222791089_EZ019477.1_656-982												
CUST_60_PI426232937	AJ884905.1												
CUST_4_PI426227498	222544682_EZ000872.1_12-449												
CUST_9_PI426227955	87116474_AB231901.1_58-1444												
CUST_563_PI426227498	222782567_EZ011238.1_156-866												
CUST_1002_PI426227498	222786936_EZ015408.1_178-872												
CUST_13_PI426266566	169635058												
CUST_48_PI426266311	222784780_EZ013416.1_229-543												
CUST_291_PI426232937	FN646419.1												
CUST_99_PI426266271	222783832_EZ012492.1_426-560												
CUST_204_PI426265159	222801996_EZ030384.1_31-1032												
CUST_169_PI426264540	222782676_EZ011347.1_32-970												
CUST_11_PI426266267	222779332_EZ008003.1_126-656												
CUST_560_PI426227498	222782567_EZ011238.1_156-1358												
CUST_61_PI426244603	15081471_AF401282.1_84-969												
CUST_63_PI426226825	222781205_EZ009876.1_82-1026												
CUST_147_PI426226825	222783869_EZ012529.1_2-565												
CUST_71_PI426266424	222783828_EZ012488.1_63-1364												
CUST_13_PI426246035	222792020_EZ020408.1_177-960												
CUST_46_PI426226978	222784408_EZ013064.1_139-670												
CUST_264_PI426232940	288950305_GQ501376.1_22-477												
CUST_207_PI426264540	222802716_EZ031104.1_202-1450												
CUST_27_PI426245467	222785918_EZ014400.1_768-959												
CUST_263_PI426227498	222550076_EZ005989.1_36-278												
CUST_93_PI426266317	222785320_EZ013954.1_57-1404												
CUST_473_PI426227498	222781456_EZ010127.1_410-541												
CUST_436_PI426227486	222795880_EZ024268.1_39-537												
CUST_970_PI426227498	222785811_EZ014293.1_64-615												
CUST_19_PI426244597	222784716_EZ013354.1_98-400												
CUST_74_PI426266274	222782619_EZ011290.1_69-810												
CUST_96_PI426226825	222544624_EZ000814.1_1458-1595												
CUST_659_PI426227498	222783263_EZ011932.1_437-802												
CUST_35_PI426244589	222779072_EZ007743.1_534-677												
CUST_94_PI426232937	AY149127.1												
CUST_319_PI426227486	222785578_EZ014090.1_225-659												
CUST_593_PI426227498	222782876_EZ011547.1_390-632												
CUST_33_PI426266311	222781618_EZ010289.1_308-430												
CUST_396_PI426227498	222780720_EZ009391.1_154-588												
CUST_394_PI426266615	PU_cope(17A)_F												
CUST_81_PI426246026	205321387_AB441331.1_19-267												
CUST_114_PI426266615	AF245689_270_304												
CUST_93_PI426266424	222785203_EZ013837.1_38-295												
CUST_21_PI426227884	222781550_EZ010221.1_624-854												
CUST_51_PI426244589	222544872_EZ001062.1_76-759												
CUST_46_PI426266424	222783259_EZ011928.1_88-1179												
CUST_252_PI426227486	222783941_EZ012599.1_28-520												
CUST_246_PI426246026	222803194_EZ031582.1_450-671												
CUST_53_PI426264530	222784674_EZ013314.1_27-568												
CUST_18_PI426244597	222784716_EZ013354.1_1649-1765												
CUST_16_PI426265162	222781459_EZ010130.1_59-1552												
CUST_271_PI426232937	FN646415.1												
CUST_15_PI426227893	124507323_EF363326.1_351-617												
CUST_170_PI426266615	CN631613_114_148												
CUST_90_PI426227893	222783284_EZ011951.1_3358-3636												
CUST_21_PI426264540	222795350_EZ023738.1_511-651												
CUST_277_PI426232940	288950310_GQ501381.1_22-468												
CUST_81_PI426265159	222784737_EZ013375.1_133-432												
CUST_58_PI426266311	222785024_EZ013658.1_600-869												
CUST_42_PI426264540	222801966_EZ030354.1_168-644												
CUST_42_PI426227896	222784336_EZ012994.1_409-594												
CUST_12_PI426246026	42760660_AB117306.1_154-492												
CUST_79_PI426226868	222795748_EZ024136.1_119-610												
CUST_12_PI426232931	168989227_DQ482988.1_284-421												
CUST_1290_PI426227498	222798442_EZ026830.1_88-1602												
CUST_414_PI426227486	222793116_EZ021504.1_29-799												
CUST_191_PI426264540	222788984_EZ017416.1_118-997												
CUST_90_PI426265159	222785095_EZ013729.1_220-459												
CUST_1348_PI426227498	222800587_EZ028975.1_127-576												
CUST_1129_PI426227498	222791089_EZ019477.1_119-226												
CUST_54_PI426227495	222786916_EZ015388.1_352-564												
CUST_268_PI426266615	MGID_113_145_179												
CUST_15_PI426226915	AB441382.1												
CUST_19_PI426266317	222781277_EZ009948.1_238-423												
CUST_31_PI426244603	16660127_AF383156.1_83-748												
CUST_25_PI426266615	Ac_10_137_171												
CUST_43_PI426264540	222801966_EZ030354.1_34-321												
CUST_30_PI426247733	222796336_EZ024724.1_54-827												
CUST_493_PI426227498	222781484_EZ010155.1_143-853												
CUST_22_PI426226915	163638929_EU303108.1_7-291												
CUST_219_PI426246026	222789184_EZ017616.1_544-1224												
CUST_578_PI426227498	222782672_EZ011343.1_163-381												
CUST_152_PI426227893	222787628_EZ016100.1_6-1214												
CUST_99_PI426266317	222785320_EZ013954.1_947-1075												
CUST_22_PI426266360	222793958_EZ022346.1_42-724												
CUST_56_PI426266615	Ac_2_161_195												
CUST_811_PI426227498	222785020_EZ013654.1_1580-1714												
CUST_24_PI426247733	222792994_EZ021382.1_43-609												
CUST_62_PI426246032	222787354_EZ015826.1_18-718												
CUST_124_PI426227486	222781749_EZ010420.1_19-1094												
CUST_128_PI426266615	AJ251054_257_291												
CUST_433_PI426227498	222781359_EZ010030.1_18-1577												
CUST_63_PI426232940	31505740_AY289706.1_88-912												
CUST_148_PI426265159	222793640_EZ022028.1_93-719												
CUST_39_PI426265162	222802262												
CUST_9_PI426245463	222794102_EZ022490.1_58-543												
CUST_25_PI426244597	222784716_EZ013354.1_98-2018												
CUST_767_PI426227498	222784433_EZ013087.1_50-964												
CUST_370_PI426266615	SedC(A6)_129_163												
CUST_5_PI426227486	169402111_EU159467.1_97-1540												
CUST_1315_PI426227498	222799781_EZ028169.1_192-416												
CUST_14_PI426232934	62767032_AY916504.1_689-829												
CUST_868_PI426227498	222785286_EZ013920.1_1248-1967												
CUST_20_PI426246029	222784062_EZ012720.1_471-1160												
CUST_163_PI426227486	222782608_EZ011279.1_59-580												
CUST_266_PI426227498	222550081_EZ005994.1_67-252												
CUST_72_PI426265159	222784251_EZ012909.1_17-583												
CUST_113_PI426227498	222546057_EZ002247.1_142-303												
CUST_1063_PI426227498	222788785_EZ017257.1_66-278												
CUST_34_PI426266615	Ac_13_121_155												
CUST_40_PI426264540	222801966_EZ030354.1_168-644												
CUST_102_PI426245467	222783148_EZ011817.1_120-922												
CUST_211_PI426227893	222802285_EZ030673.1_6-1667												
CUST_129_PI426266317	222788530_EZ017002.1_79-1092												
CUST_411_PI426227486	222792931_EZ021319.1_133-1241												
CUST_33_PI426245467	222794281_EZ022669.1_146-412												
CUST_9_PI426266615	AB086183_1000_1034												
CUST_9_PI426244589	222546129_EZ002319.1_181-1224												
CUST_17_PI426266615	AB117374_173_207												
CUST_73_PI426246032	222800795_EZ029183.1_466-1058												
CUST_1471_PI426227498	222549967_EZ005880.1_18-257												
CUST_35_PI426266363	222784240_EZ012898.1_1318-1431												
CUST_243_PI426246026	222803194_EZ031582.1_20-541												
CUST_202_PI426266615	DQ309521_129_163												
CUST_291_PI426266615	MGID_22_113_147												
CUST_21_PI426226868	222546138_EZ002328.1_1589-1750												
CUST_21_PI426266278	222784299_EZ012957.1_82-228												
CUST_40_PI426265159	222781274_EZ009945.1_554-1369												
CUST_202_PI426265159	222801996_EZ030384.1_31-1032												
CUST_1082_PI426227498	222789249_EZ017681.1_298-729												
CUST_24_PI426232931	197091189_EU924267.1_1-1167												
CUST_14_PI426247730	222792753_EZ021141.1_74-1048												
CUST_63_PI426265159	222783804_EZ012464.1_66-446												
CUST_241_PI426227486	222783791_EZ012451.1_8-789												
CUST_386_PI426266615	U27840_117_151												
CUST_3_PI426227890	222544602_EZ000792.1_43-228												
CUST_561_PI426227498	222782567_EZ011238.1_156-866												
CUST_1382_PI426227498	222801142_EZ029530.1_6-677												
CUST_1370_PI426227498	222801063_EZ029451.1_200-1511												
CUST_119_PI426266615	AF299359_3_37												
CUST_171_PI426246026	222782602_EZ011273.1_1246-1362												
CUST_69_PI426266360	222800253_EZ028641.1_854-964												
CUST_18_PI426226825	222783480_EZ012143.1_779-1063												
CUST_280_PI426227486	222784581_EZ013227.1_56-529												
CUST_15_PI426266615	AB106689_129_163												
CUST_3_PI426266424	222545192_EZ001382.1_520-687												
CUST_21_PI426247730	222801625_EZ030013.1_261-545												
CUST_13_PI426232937	281331149_AB456561.1_1-1074												
CUST_165_PI426227893	222792472_EZ020860.1_856-978												
CUST_73_PI426266615	Ac_28_13_48												
CUST_144_PI426227893	222785904_EZ014386.1_692-859												
